"Rec, num","1, Basic fuel injection pulse width (ms)","2, Coolant temperature (??C)","3, Engine speed (RPM)","4, Front oxygen voltage signal (V)","5, Ignition advance angle (Grad kw)","6, Ignition angle delayed degree due to knocking (Grad kw)"
605,"2,4",89,"810,75","0,64","4,5",0
606,"2,44",89,"791,25","0,155","4,5",0
607,"2,4",89,802,"0,655","4,5",0
608,"2,43",89,"796,25","0,13",4,0
609,"2,44",89,"796,5","0,56",5,0
610,"2,44",89,"801,25","0,145","4,5",0
611,"2,41",89,"806,25","0,655","3,5",0
612,"2,43",89,"794,5","0,62","4,5",0
613,"2,44",89,776,"0,605","4,5",0
614,"2,46",89,795,"0,515","4,5",0
615,"2,43",89,799,"0,5","4,5",0
616,"2,44",89,"804,5","0,62","4,5",0
617,"2,44",89,"798,25","0,145","3,5",0
618,"2,43",89,"812,5","0,71",3,0
619,"2,4",89,"816,5","0,665",3,0
620,"2,38",89,"805,25","0,625",3,0
621,"2,43",89,797,"0,19","4,5",0
622,"2,46",89,"791,25","0,625",5,0
623,"2,41",89,"815,5","0,165",4,0
624,"2,4",89,802,"0,63","4,5",0
625,"2,43",89,"790,75","0,125","4,5",0
626,"2,43",89,796,"0,55","4,5",0
627,"2,4",89,"799,25","0,33","4,5",0
628,"2,41",89,"821,75","0,64","4,5",0
629,"2,43",89,"796,5","0,15","4,5",0
630,"2,41",89,"795,5","0,66","6,5",0
631,"2,43",89,"805,5","0,2","4,5",0
632,"2,41",90,"803,25","0,445",4,0
633,"2,44",90,"784,75","0,645","4,5",0
634,"2,41",90,"793,25","0,51","4,5",0
635,"2,46",90,810,"0,165","4,5",0
636,"2,46",90,802,"0,15","4,5",0
637,"2,41",90,"807,5","0,675",4,0
638,"2,47",90,"800,5","0,14","4,5",0
639,"2,41",90,"807,25","0,67",4,0
640,"2,44",90,"821,75","0,165","3,5",0
641,"2,41",90,802,"0,705","4,5",0
642,"2,44",90,798,"0,14",3,0
643,"2,41",90,"808,75","0,715","4,5",0
644,"2,4",90,"808,25","0,635","4,5",0
645,"2,38",90,801,"0,3",4,0
646,"2,43",90,"810,25","0,42","4,5",0
647,"2,41",90,787,"0,635","4,5",0
648,"2,43",90,"805,5","0,155","3,5",0
649,"2,4",90,"813,5","0,6","4,5",0
650,"2,44",90,"814,5","0,595","4,5",0
651,"2,41",90,"799,5","0,695",4,0
652,"2,4",90,"806,25","0,67","4,5",0
653,"2,41",90,814,"0,59","4,5",0
654,"2,38",90,808,"0,57","4,5",0
655,"2,46",90,800,"0,47","4,5",0
656,"2,4",90,"792,5","0,67","4,5",0
657,"2,43",90,"808,25","0,135",4,0
658,"2,4",90,"797,25","0,56","4,5",0
659,"2,4",90,"808,75","0,68","4,5",0
660,"2,41",90,"805,5","0,205","4,5",0
661,"2,4",90,"792,5","0,69","4,5",0
662,"2,41",90,"810,25","0,16","4,5",0
663,"2,38",90,791,"0,685","3,5",0
664,"2,41",90,"808,75","0,155","4,5",0
665,"2,41",90,"805,5","0,655",5,0
666,"2,38",90,808,"0,635",4,0
667,"2,43",90,"797,25","0,44","4,5",0
668,"2,37",90,"813,5","0,68",4,0
669,"2,43",91,"809,75","0,58","4,5",0
670,"2,4",91,"795,5","0,65",4,0
671,"2,41",90,"809,25","0,51","3,5",0
672,"2,38",91,"803,25","0,67","4,5",0
673,"2,41",91,"814,75","0,54","4,5",0
674,"2,41",91,797,"0,705",4,0
675,"2,44",91,"809,25","0,395","4,5",0
676,"2,4",91,"805,25","0,59","2,5",0
677,"2,38",91,811,"0,625","4,5",0
678,"2,4",91,"782,5","0,445","4,5",0
679,"2,43",91,"805,25","0,15","4,5",0
680,"2,38",91,"808,25","0,68","4,5",0
681,"2,43",91,796,"0,14",5,0
682,"2,38",91,"817,25","0,705","4,5",0
683,"2,41",91,798,"0,455",4,0
684,"2,37",91,813,"0,69","4,5",0
685,"2,43",91,"785,25","0,525","4,5",0
686,"2,37",91,"814,5","0,675","4,5",0
687,"2,4",91,803,"0,155","4,5",0
688,"2,37",91,"811,25","0,685",3,0
689,"2,41",91,"793,5","0,18","5,5",0
690,"2,38",91,799,"0,62","4,5",0
691,"2,4",91,"807,25","0,13","4,5",0
692,"2,4",91,"797,25","0,56","4,5",0
693,"2,38",91,"815,75","0,65","4,5",0
694,"2,41",91,806,"0,15","4,5",0
695,"2,4",91,799,"0,67","4,5",0
696,"2,41",91,809,"0,19","4,5",0
697,"2,4",91,"800,25","0,66","4,5",0
698,"2,41",91,808,"0,17","4,5",0
699,"2,49",91,809,"0,645","4,5",0
700,"2,41",92,"802,25","0,71",3,0
701,"2,44",91,"798,25","0,145","3,5",0
702,"2,44",92,812,"0,315","3,5",0
703,"2,41",92,"812,75","0,665","3,5",0
704,"2,46",92,804,"0,49","4,5",0
705,"2,41",92,801,"0,68","4,5",0
706,"2,44",92,"810,25","0,145","4,5",0
707,"2,41",92,803,"0,7","4,5",0
708,"2,41",92,814,"0,62",3,0
709,"2,43",92,"802,5","0,55","4,5",0
710,"2,4",92,"806,5","0,665","3,5",0
711,"2,43",92,"788,75","0,135","3,5",0
712,"2,41",92,"807,25","0,635","4,5",0
713,"2,37",92,"815,25","0,7","4,5",0
714,"2,4",92,"803,5","0,48",3,0
715,"2,4",92,"799,5","0,66",4,0
716,"2,38",92,"811,25","0,63","4,5",0
717,"2,4",92,"803,25","0,58","3,5",0
718,"2,43",92,786,"0,18","4,5",0
719,"2,38",92,"799,5","0,69",4,0
720,"2,41",92,803,"0,39",5,0
721,"2,37",92,800,"0,35","4,5",0
722,"2,4",92,804,"0,175","4,5",0
723,"2,37",92,797,"0,41","4,5",0
724,"2,4",92,"802,5","0,13","4,5",0
725,"2,43",92,792,"0,155","4,5",0
726,"2,38",92,825,"0,67","4,5",0
727,"2,44",92,"786,5","0,535","4,5",0
728,"2,41",92,"792,25","0,68",5,0
729,"2,38",92,"806,5","0,63",4,0
730,"2,4",92,810,"0,61","4,5",0
731,"2,37",92,"793,25","0,615",4,0
732,"2,43",92,"788,5","0,145","5,5",0
733,"2,38",92,"806,5","0,725","4,5",0
734,"2,4",93,"796,25","0,24","4,5",0
735,"2,4",93,"815,5","0,67","4,5",0
736,"2,37",93,"812,75","0,37",4,0
737,"2,38",93,"797,25","0,66","4,5",0
738,"2,38",93,808,"0,195",4,0
739,"2,4",93,"809,25","0,695","5,5",0
740,"2,4",93,"781,75","0,47","4,5",0
741,"2,4",93,"793,25","0,64","4,5",0
742,"2,41",93,"796,25","0,155","4,5",0
743,"2,4",93,"812,5","0,61","4,5",0
744,"2,38",93,"798,5","0,53","4,5",0
745,"2,46",93,"789,25","0,24","7,5",0
746,"2,38",93,"815,75","0,685",4,0
747,"2,41",93,"798,25","0,12","4,5",0
748,"2,41",93,"811,75","0,545","4,5",0
749,"2,41",93,"808,25","0,16",4,0
750,"2,4",93,"811,25","0,66",4,0
751,"2,43",93,798,"0,155",4,0
752,"2,4",93,"819,75","0,65",4,0
753,"2,4",93,"807,25","0,655","4,5",0
754,"2,43",93,"807,5","0,395","4,5",0
755,"2,4",93,807,"0,705","4,5",0
756,"2,44",93,"789,75","0,255","4,5",0
757,"2,4",93,"815,5","0,7",4,0
758,"2,47",93,"783,75","0,31","5,5",0
759,"2,4",93,"803,5","0,69",4,0
760,"2,4",93,"815,5","0,145",4,0
761,"2,4",93,"802,25","0,685","6,5",0
762,"2,37",93,"814,75","0,635","3,5",0
763,"2,41",94,"785,75","0,32","4,5",0
764,"2,4",93,809,"0,67","4,5",0
765,"2,43",93,"807,5","0,4","4,5",0
766,"2,38",94,"807,5","0,715",3,0
767,"2,43",94,"810,75","0,16","4,5",0
768,"2,37",94,"803,25","0,67",4,0
769,"2,41",94,"794,5","0,275","4,5",0
770,"2,41",94,798,"0,58","4,5",0
771,"2,4",94,808,"0,195",4,0
772,"2,41",94,"792,25","0,635","4,5",0
773,"2,41",94,812,"0,23","4,5",0
774,"2,43",94,792,"0,5",5,0
775,"2,35",94,"806,5","0,435",2,0
776,"2,41",94,"804,25","0,545","4,5",0
777,"2,38",94,"803,5","0,415","4,5",0
778,"2,41",94,"798,5","0,42","4,5",0
779,"2,38",94,"802,5","0,26",5,0
780,"2,35",94,"807,5","0,69","3,5",0
781,"2,41",94,798,"0,12",5,0
782,"2,37",94,"810,75","0,71","4,5",0
783,"2,38",94,806,"0,595","4,5",0
784,"2,35",94,"797,5","0,22","4,5",0
785,"2,38",94,"815,25","0,5","4,5",0
786,"2,4",94,"808,75","0,155","4,5",0
787,"2,37",94,"811,25","0,645",4,0
788,"2,35",94,807,"0,495","4,5",0
789,"2,43",94,"794,25","0,39",5,0
790,"2,37",94,813,"0,7","4,5",0
791,"2,4",94,807,"0,37","4,5",0
792,"2,37",94,810,"0,69","3,5",0
793,"2,43",94,"778,25","0,18",5,0
794,"2,35",94,"812,5","0,685","4,5",0
795,"2,38",94,"798,25","0,46",4,0
796,"2,38",94,"818,75","0,59",5,0
797,"2,38",94,"793,5","0,25","4,5",0
798,"2,37",94,"802,25","0,605","4,5",0
799,"2,35",94,"808,75","0,16","4,5",0
800,"2,37",94,"781,75","0,665","4,5",0
801,"2,41",94,"797,5","0,145","4,5",0
802,"2,33",94,"809,75","0,665",4,0
803,"2,38",94,"802,5","0,12","4,5",0
804,"2,37",94,"806,25","0,55","4,5",0
805,"2,4",94,"807,5","0,335","4,5",0
806,"2,37",94,807,"0,71","4,5",0
807,"2,4",94,803,"0,445","4,5",0
808,"2,35",94,"821,5","0,71","4,5",0
809,"2,4",94,"810,25","0,565","4,5",0
810,"2,35",94,824,"0,685",4,0
811,"2,38",94,"812,75","0,43","4,5",0
812,"2,35",94,"804,25","0,595",3,0
813,"2,38",94,"813,5","0,21","4,5",0
814,"2,37",94,"821,5","0,705","4,5",0
815,"2,35",94,"805,25","0,57",4,0
816,"2,35",94,"812,5","0,64","4,5",0
817,"2,41",94,799,"0,595","4,5",0
818,"2,82",94,"808,75","0,135","4,5",0
819,"2,53",94,832,"0,755","4,5",0
820,"2,5",94,813,"0,105","4,5",0
821,"2,46",94,811,"0,14",4,0
822,"2,46",95,791,"0,65","4,5",0
823,"2,46",95,814,"0,655","4,5",0
824,"2,47",95,"798,5","0,605","4,5",0
825,"2,49",95,801,"0,67","4,5",0
826,"2,46",95,"805,25","0,635","4,5",0
827,"2,5",95,"794,5","0,49",6,0
828,"2,47",95,"813,5","0,65","4,5",0
829,"2,47",95,798,"0,665","4,5",0
830,"2,52",95,787,"0,38","4,5",0
831,"2,49",95,807,"0,235","3,5",0
832,"2,53",95,"800,5","0,2","4,5",0
833,"2,52",95,"807,25","0,635","4,5",0
834,"2,5",95,"804,25","0,22","4,5",0
835,"2,52",94,797,"0,61","4,5",0
836,"2,47",94,"806,5","0,655",4,0
837,"2,46",94,"808,75","0,63",4,0
838,"2,53",94,786,"0,185",5,0
839,"2,5",94,"805,25","0,185",4,0
840,"2,52",94,"798,25","0,145","4,5",0
841,"2,52",93,"797,25","0,6","4,5",0
842,"2,5",93,"819,75","0,19","4,5",0
843,"2,58",93,"779,5","0,61","4,5",0
844,"2,49",93,"799,25","0,65","4,5",0
845,"2,52",92,"798,5","0,14","4,5",0
846,"2,52",92,798,"0,58","4,5",0
847,"2,55",92,804,"0,14","4,5",0
848,"2,5",92,"814,75","0,695","4,5",0
849,"2,59",92,"789,25","0,14",5,0
850,"2,52",91,"810,25","0,69","4,5",0
851,"2,55",91,799,"0,14","4,5",0
852,"2,52",91,"794,5","0,44","4,5",0
853,"2,37",91,812,"0,605","3,5",0
854,"2,43",90,806,"0,74","4,5",0
855,"2,4",90,"807,25","0,735",3,0
856,"2,41",90,"781,75","0,7","4,5",0
857,"2,35",90,"803,5","0,725","4,5",0
858,"2,43",90,802,"0,415","5,5",0
859,"2,4",90,"792,25","0,625","4,5",0
860,"2,41",89,"805,25","0,125","4,5",0
861,"2,35",89,807,"0,61",3,0
862,"2,43",89,"784,25","0,14","5,5",0
863,"2,37",89,"804,25","0,675","4,5",0
864,"2,4",88,"790,25","0,13","4,5",0
865,"2,41",88,"799,5","0,37","4,5",0
866,"2,4",88,"783,5","0,615",5,0
867,"2,41",88,"791,25","0,205",4,0
868,"2,37",88,"816,25","0,635","4,5",0
869,"2,4",88,"791,25","0,14","4,5",0
870,"2,38",88,810,"0,635","4,5",0
871,"2,43",88,793,"0,135","5,5",0
872,"2,37",87,"813,5","0,68","4,5",0
873,"2,41",87,798,"0,125",4,0
874,"2,38",87,802,"0,655",3,0
875,"2,4",87,"806,5","0,235","4,5",0
876,"2,43",87,"804,5","0,145","4,5",0
877,"2,38",88,810,"0,695","4,5",0
878,"2,41",88,801,"0,2","4,5",0
879,"2,4",87,"796,5","0,685","4,5",0
880,"2,43",88,"801,5","0,21","5,5",0
881,"2,4",88,"804,25","0,71","4,5",0
882,"2,43",88,786,"0,43",5,0
883,"2,41",88,"808,25","0,63","4,5",0
884,"2,38",88,"799,5","0,535","4,5",0
885,"2,47",88,"802,5","0,42",5,0
886,"2,4",88,"809,25","0,66","3,5",0
887,"2,41",88,807,"0,155","4,5",0
888,"2,4",88,"806,5","0,675","4,5",0
889,"2,47",88,794,"0,155","4,5",0
890,"2,4",88,"817,25","0,625","3,5",0
891,"2,4",88,"819,75","0,145",4,0
892,"2,43",88,"803,5","0,515","4,5",0
893,"2,4",88,"818,75","0,65",4,0
894,"2,43",88,"790,25","0,15","4,5",0
895,"2,38",88,"801,5","0,705","4,5",0
896,"2,41",88,"792,25","0,145","4,5",0
897,"2,41",88,"801,5","0,66",5,0
898,"2,4",88,"799,5","0,695","4,5",0
899,"2,41",88,"823,25","0,21","4,5",0
900,"2,4",88,807,"0,68","2,5",0
901,"2,41",88,"809,25","0,15","3,5",0
902,"2,4",88,"800,5","0,375","4,5",0
903,"2,38",88,812,"0,65","3,5",0
904,"2,38",88,809,"0,66",5,0
905,"2,4",88,"801,25","0,56","3,5",0
906,"2,43",88,"801,5","0,2","4,5",0
907,"2,4",88,802,"0,705","4,5",0
908,"2,41",88,"808,75","0,615","4,5",0
909,"2,41",88,820,"0,365",4,0
910,"2,43",88,"791,75","0,62","4,5",0
911,"2,41",88,"802,25","0,71","4,5",0
912,"2,46",88,794,"0,475",6,0
913,"2,43",88,"791,25","0,725","5,5",0
914,"2,43",88,808,"0,13","4,5",0
915,"2,38",88,"819,75","0,68","4,5",0
916,"2,38",88,"803,5","0,67","4,5",0
917,"2,4",88,"807,25","0,145","4,5",0
918,"2,4",88,"803,25","0,69","4,5",0
919,"2,37",88,"819,75","0,39","4,5",0
920,"2,43",88,"803,5","0,485","4,5",0
921,"2,4",89,"793,5","0,675","4,5",0
922,"2,44",89,809,"0,155",5,0
923,"2,37",89,808,"0,705",4,0
924,"2,44",89,"789,25","0,15","4,5",0
925,"2,38",89,806,"0,67",4,0
926,"2,4",89,"793,25","0,235","4,5",0
927,"2,37",89,"805,25","0,65",3,0
928,"2,38",89,"795,5","0,305","4,5",0
929,"2,37",89,804,"0,65",3,0
930,"2,41",89,"808,75","0,185","4,5",0
931,"2,4",89,795,"0,655","5,5",0
932,"2,4",89,"812,75","0,615","4,5",0
933,"2,4",89,799,"0,145","4,5",0
934,"2,38",89,"776,25","0,63","4,5",0
935,"2,4",89,"807,25","0,13","4,5",0
936,"2,43",89,812,"0,355","4,5",0
937,"2,41",89,781,"0,67","4,5",0
938,"2,44",89,799,"0,18","4,5",0
939,"2,43",89,"811,75","0,605",4,0
940,"2,38",89,"817,5","0,48","4,5",0
941,"2,41",89,"802,5","0,61","4,5",0
942,"2,43",89,"800,25","0,645","4,5",0
943,"2,4",90,"804,5","0,7","4,5",0
944,"2,41",90,"796,25","0,16","4,5",0
945,"2,4",90,"815,5","0,605","4,5",0
946,"2,41",90,"804,25","0,15","4,5",0
947,"2,38",90,"808,75","0,58",3,0
948,"2,4",90,806,"0,6","4,5",0
949,"2,38",90,801,"0,49","4,5",0
950,"2,44",90,789,"0,535",5,0
951,"2,37",90,813,"0,69",4,0
952,"2,43",90,797,"0,2","4,5",0
953,"2,38",90,"804,25","0,68",3,0
954,"2,41",90,797,"0,16","4,5",0
955,"2,41",90,819,"0,645","4,5",0
956,"2,4",90,812,"0,16","4,5",0
957,"2,38",90,"809,25","0,535","4,5",0
958,"2,41",90,"799,25","0,145","4,5",0
959,"2,41",90,"803,25","0,665","4,5",0
960,"2,37",90,810,"0,6",4,0
961,"2,4",90,802,"0,425",4,0
962,"2,4",90,"790,75","0,675",5,0
963,"2,4",90,"796,25","0,685","4,5",0
964,"2,38",90,798,"0,635","5,5",0
965,"2,4",90,"801,5","0,35","4,5",0
966,"2,37",90,"805,25","0,53","4,5",0
967,"2,41",90,"787,75","0,285","4,5",0
968,"2,41",90,809,"0,545","4,5",0
969,"2,37",90,"813,5","0,67","4,5",0
970,"2,41",90,"802,5","0,285","4,5",0
971,"2,38",90,"800,5","0,535","4,5",0
972,"2,41",90,798,"0,58","4,5",0
973,"2,37",90,"813,5","0,51","4,5",0
974,"2,43",90,"785,25","0,305","4,5",0
975,"2,37",90,"808,75","0,68","4,5",0
976,"2,4",90,"793,5","0,125","3,5",0
977,"2,38",90,804,"0,27",4,0
978,"2,38",90,792,"0,135","4,5",0
979,"2,38",90,"804,25","0,655","5,5",0
980,"2,4",91,"801,5","0,16",3,0
981,"2,4",91,"807,25","0,47","4,5",0
982,"2,35",91,803,"0,59",3,0
983,"2,38",91,"794,25","0,19",4,0
984,"2,38",91,807,"0,27","4,5",0
985,"2,38",91,817,"0,675","4,5",0
986,"2,38",91,"814,5","0,595","4,5",0
987,"2,37",91,801,"0,66",4,0
988,"2,35",91,791,"0,605","4,5",0
989,"2,38",91,803,"0,255","4,5",0
990,"2,37",91,"809,25","0,565",5,0
991,"2,41",91,792,"0,22","5,5",0
992,"2,37",91,797,"0,69","4,5",0
993,"2,4",91,"816,5","0,23",5,0
994,"2,37",91,"811,75","0,55","4,5",0
995,"2,41",91,"795,25","0,145","4,5",0
996,"2,37",91,"811,75","0,64","4,5",0
997,"2,4",91,792,"0,155","4,5",0
998,"2,38",91,802,"0,645","4,5",0
999,"2,4",91,801,"0,16","4,5",0
1000,"2,41",91,803,"0,62","4,5",0
1001,"2,35",91,"805,25","0,585","3,5",0
1002,"2,43",91,"791,75","0,31","4,5",0
1003,"2,35",91,819,"0,695","4,5",0
1004,"2,4",91,"797,25","0,135","4,5",0
1005,"2,37",92,804,"0,67","4,5",0
1006,"2,38",92,"803,5","0,145","2,5",0
1007,"2,35",92,"806,25","0,66","4,5",0
1008,"2,37",92,794,"0,38","4,5",0
1009,"2,4",92,"807,5","0,57","4,5",0
1010,"2,4",92,"803,5","0,15","4,5",0
1011,"2,37",92,"804,25","0,665","4,5",0
1012,"2,4",92,"808,25","0,55",5,0
1013,"2,38",92,800,"0,71","4,5",0
1014,"2,4",92,796,"0,53","4,5",0
1015,"2,35",92,"813,5","0,66","4,5",0
1016,"2,43",92,"798,5","0,49","5,5",0
1017,"2,35",92,819,"0,69","4,5",0
1018,"2,38",92,"799,5","0,12","4,5",0
1019,"2,38",92,799,"0,585","4,5",0
1020,"2,43",92,"796,25","0,64",5,0
1021,"2,37",92,817,"0,73","2,5",0
1022,"2,4",92,"822,5","0,385","4,5",0
1023,"2,37",92,"801,25","0,725","4,5",0
1024,"2,38",92,"810,75","0,305","4,5",0
1025,"2,35",92,"790,75","0,675","4,5",0
1026,"2,4",92,"799,5","0,23","4,5",0
1027,"2,37",92,800,"0,685","4,5",0
1028,"2,4",92,803,"0,415","4,5",0
1029,"2,38",92,806,"0,18",4,0
1030,"2,38",92,803,"0,625","4,5",0
1031,"2,35",93,814,"0,495","4,5",0
1032,"2,4",93,"800,25","0,635","4,5",0
1033,"2,4",93,794,"0,17","4,5",0
1034,"2,38",93,807,"0,63","4,5",0
1035,"2,35",93,798,"0,455","4,5",0
1036,"2,33",93,801,"0,705","3,5",0
1037,"2,37",93,"795,25","0,15",5,0
1038,"2,35",93,"803,5","0,49","4,5",0
1039,"2,38",93,"813,5","0,16",4,0
1040,"2,35",93,"809,25","0,71","4,5",0
1041,"2,38",93,797,"0,255",5,0
1042,"2,35",93,"818,75","0,695",5,0
1043,"2,37",93,"804,25","0,34","4,5",0
1044,"2,37",93,"800,25","0,62",3,0
1045,"2,35",93,"795,25","0,54",5,0
1046,"2,37",93,"795,5","0,7","4,5",0
1047,"2,4",93,"787,75","0,25","4,5",0
1048,"2,33",93,809,"0,665","4,5",0
1049,"2,37",93,"797,5","0,125","4,5",0
1050,"2,38",93,"793,5","0,14","4,5",0
1051,"2,38",93,"818,75","0,62","4,5",0
1052,"2,38",93,805,"0,17","4,5",0
1053,"2,35",93,799,"0,685","4,5",0
1054,"2,38",93,"803,25","0,13",3,0
1055,"2,35",93,813,"0,69","4,5",0
1056,"2,35",93,"802,25","0,565","3,5",0
1057,"2,38",93,807,"0,645","4,5",0
1058,"2,37",93,"806,5","0,175","4,5",0
1059,"2,35",93,"810,75","0,675","4,5",0
1060,"2,37",94,"806,5","0,37","4,5",0
1061,"2,35",94,805,"0,685",4,0
1062,"2,38",94,"818,75","0,595","4,5",0
1063,"2,41",94,794,"0,245","4,5",0
1064,"2,37",94,809,"0,675",4,0
1065,"2,37",94,"812,75","0,605","4,5",0
1066,"2,38",94,"798,5","0,695",5,0
1067,"2,41",94,796,"0,58","4,5",0
1068,"2,37",94,798,"0,705",4,0
1069,"2,38",94,"809,25","0,265","4,5",0
1070,"2,35",94,"805,5","0,385","4,5",0
1071,"2,41",94,"797,5","0,635","5,5",0
1072,"2,35",94,800,"0,475","4,5",0
1073,"2,38",94,"813,75","0,135",4,0
1074,"2,35",94,798,"0,635","4,5",0
1075,"2,35",94,793,"0,335","4,5",0
1076,"2,35",94,"795,5","0,685","4,5",0
1077,"2,37",94,"800,25","0,115","4,5",0
1078,"2,37",94,812,"0,155","4,5",0
1079,"2,35",94,810,"0,685","4,5",0
1080,"2,38",94,811,"0,265","4,5",0
1081,"2,35",94,"796,5","0,7","4,5",0
1082,"2,41",94,"782,25","0,29","4,5",0
1083,"2,4",94,"812,75","0,675","5,5",0
1084,"2,38",94,"805,5","0,145","4,5",0
1085,"2,4",94,"803,25","0,655","4,5",0
1086,"2,35",94,"806,25","0,655",4,0
1087,"2,38",94,"809,25","0,175","4,5",0
1088,"2,35",94,803,"0,69",4,0
1089,"2,38",94,794,"0,62",5,0
1090,"2,37",94,"827,5","0,135","4,5",0
1091,"2,35",94,"809,25","0,675",3,0
1092,"2,43",94,"787,75","0,175","4,5",0
1093,"2,35",94,"810,25","0,7",4,0
1094,"2,38",94,"812,75","0,155","3,5",0
1095,"2,35",94,"804,5","0,675","4,5",0
1096,"2,38",94,"810,75","0,145","3,5",0
1097,"2,35",94,"809,25","0,695","4,5",0
1098,"2,38",94,"804,5","0,14","4,5",0
1099,"2,35",94,"810,25","0,7","4,5",0
1100,"2,41",94,797,"0,14","4,5",0
1101,"2,33",94,805,"0,7","4,5",0
1102,"2,35",94,"798,25","0,115",3,0
1103,"2,33",94,802,"0,64","4,5",0
1104,"2,94",94,"802,5","0,145",5,0
1105,"2,59",95,"830,25","0,725","2,5",0
1106,"2,52",95,819,"0,1",4,0
1107,"2,53",95,800,"0,105","4,5",0
1108,"2,5",95,"811,75","0,14","4,5",0
1109,"2,5",95,817,"0,715","4,5",0
1110,"2,5",95,"797,25","0,63","4,5",0
1111,"2,53",95,"795,25","0,14","4,5",0
1112,"2,47",95,809,"0,655","3,5",0
1113,"2,5",95,"809,75","0,255","4,5",0
1114,"2,47",95,"812,75","0,7",4,0
1115,"2,56",95,791,"0,275","5,5",0
1116,"2,47",95,804,"0,685","4,5",0
1117,"2,49",95,804,"0,15","4,5",0
1118,"2,47",95,"801,25","0,595","4,5",0
1119,"2,47",95,807,"0,565","4,5",0
1120,"2,47",95,807,"0,625","4,5",0
1121,"2,52",95,"788,5","0,565","5,5",0
1122,"2,53",94,"818,25","0,425","4,5",0
1123,"2,47",94,"818,25","0,605","3,5",0
1124,"2,52",94,"815,75","0,6","4,5",0
1125,"2,5",94,"808,75","0,73","4,5",0
1126,"2,55",94,"798,25","0,215","4,5",0
1127,"2,5",94,"797,25","0,65","4,5",0
1128,"2,53",94,"807,5","0,13","4,5",0
1129,"2,5",93,"808,25","0,64","4,5",0
1130,"2,53",93,"797,25","0,145","4,5",0
1131,"2,5",93,"801,25","0,64","4,5",0
1132,"2,53",93,"801,25","0,145","4,5",0
1133,"2,58",93,799,"0,64","5,5",0
1134,"2,5",92,"810,75","0,685","3,5",0
1135,"2,55",92,"804,25","0,135","4,5",0
1136,"2,5",92,803,"0,705","4,5",0
1137,"2,53",92,"790,75","0,465","4,5",0
1138,"2,52",91,"812,75","0,165",4,0
1139,"2,52",91,809,"0,655","4,5",0
1140,"2,55",91,"802,5","0,61",3,0
1141,"2,53",91,"801,25","0,655","4,5",0
1142,"2,41",91,"816,5","0,565",0,0
1143,"2,35",90,824,"0,735","4,5",0
1144,"2,4",90,"810,75","0,735","4,5",0
1145,"2,38",90,779,"0,73","4,5",0
1146,"2,38",90,796,"0,675",5,0
1147,"2,41",90,"789,25","0,585","4,5",0
1148,"2,4",90,800,"0,62","4,5",0
1149,"2,4",90,794,"0,17",4,0
1150,"2,43",89,"798,25","0,31","6,5",0
1151,"2,38",89,810,"0,635",4,0
1152,"2,4",89,"810,25","0,115","4,5",0
1153,"2,44",89,"802,5","0,145","4,5",0
1154,"2,43",88,825,"0,62","4,5",0
1155,"2,41",88,"809,25","0,145","4,5",0
1156,"2,41",88,"803,5","0,675","4,5",0
1157,"2,4",88,805,"0,61","3,5",0
1158,"2,4",88,"800,5","0,68","4,5",0
1159,"2,41",88,"795,25","0,66",6,0
1160,"2,43",88,"802,25","0,14","4,5",0
1161,"2,38",88,"803,5","0,625",4,0
1162,"2,43",88,"785,75","0,375","4,5",0
1163,"2,41",88,"815,25","0,515","3,5",0
1164,"2,38",88,801,"0,675",3,0
1165,"2,41",88,"801,5","0,42","3,5",0
1166,"2,38",88,"802,5","0,645","4,5",0
1167,"2,41",88,"797,25","0,355","4,5",0
1168,"2,4",88,806,"0,7","3,5",0
1169,"2,41",88,806,"0,155",4,0
1170,"2,41",88,"797,25","0,71",5,0
1171,"2,41",88,"791,75","0,395","4,5",0
1172,"2,44",88,791,"0,64","4,5",0
1173,"2,4",88,"801,5","0,705","3,5",0
1174,"2,4",88,"810,25","0,525","4,5",0
1175,"2,4",88,"796,25","0,625","4,5",0
1176,"2,37",88,810,"0,455","4,5",0
1177,"2,4",88,"806,25","0,13","4,5",0
1178,"2,4",88,809,"0,625","4,5",0
1179,"2,41",88,793,"0,165","4,5",0
1180,"2,44",88,807,"0,405","4,5",0
1181,"2,37",88,806,"0,55","1,5",0
1182,"2,41",88,811,"0,285","4,5",0
1183,"2,37",88,"811,25","0,67","4,5",0
1184,"2,41",88,"802,5","0,155","4,5",0
1185,"2,38",88,"799,5","0,695","4,5",0
1186,"2,41",88,810,"0,155","4,5",0
1187,"2,38",88,"799,5","0,7","4,5",0
1188,"2,41",88,"804,25","0,33","3,5",0
1189,"2,38",88,807,"0,695","4,5",0
1190,"2,38",88,803,"0,66","4,5",0
1191,"2,41",88,"793,25","0,165","4,5",0
1192,"2,37",88,811,"0,665","4,5",0
1193,"2,41",88,"795,25","0,175","4,5",0
1194,"2,37",88,807,"0,68",5,0
1195,"2,4",88,809,"0,13","3,5",0
1196,"2,37",88,"822,5","0,635","4,5",0
1197,"2,41",88,793,"0,48",5,0
1198,"2,37",88,"812,5","0,655","3,5",0
1199,"2,4",88,"802,25","0,12","4,5",0
1200,"2,38",88,800,"0,6","4,5",0
1201,"2,37",88,"814,5","0,695","4,5",0
1202,"2,37",88,"796,25","0,45","4,5",0
